Student ID,2025-26 tracker Homeroom,2025-26 tracker Grade,2025-26 tracker OPTED OUT OF GROW,2025-26 tracker Aug-Dec 2025 Incentives Incentive 1- EA Lesson Activities,2025-26 tracker Aug-Dec 2025 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,2025-26 tracker Aug-Dec 2025 Incentives Incentive 3- Met Reading Goal,"2025-26 tracker Aug-Dec 2025 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",2025-26 tracker Aug-Dec 2025 Incentives Incentive 4- Met Behavior Goal,2025-26 tracker Aug-Dec 2025 Incentives Number of days missed this semester,2025-26 tracker Aug-Dec 2025 Incentives Incentive 5- Miss three days or less,2025-26 tracker Aug-Dec 2025 Incentives Teacher Verification,2025-26 tracker Aug-Dec 2025 Incentives Winter 2025 Rewards,2025-26 tracker Jan-May 2026 Incentives Incentive 1- EA Lesson Activities,2025-26 tracker Jan-May 2026 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,2025-26 tracker Jan-May 2026 Incentives Incentive 3- Met Reading Goal,"2025-26 tracker Jan-May 2026 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",2025-26 tracker Jan-May 2026 Incentives Incentive 4- Met Behavior Goal,2025-26 tracker Jan-May 2026 Incentives Number of days missed this semester,2025-26 tracker Jan-May 2026 Incentives Incentive 5- Miss three days or less,2025-26 tracker Jan-May 2026 Incentives Teacher Verification,2025-26 tracker Jan-May 2026 Incentives Spring 2026 Rewards,2025-26 tracker Jan-May 2026 Incentives 2nd semester incentives deposited (5.22.26),2025-26 tracker Jan-May 2026 Incentives 2025-26 Incentive TOTAL,2025-26 tracker 2025-26 tracker source row,Jan-May 2026 tracker Homeroom,Jan-May 2026 tracker Grade,Jan-May 2026 tracker OPTED OUT OF GROW,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 1- EA Lesson Activities,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 2- 1 HR Fin. Literacy Module Online,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 3- Met Reading Goal,"Jan-May 2026 tracker Jan-May 2026 Incentives Number of ""think time"" sheets this semester (2 nine weeks)",Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 4- Met Behavior Goal,Jan-May 2026 tracker Jan-May 2026 Incentives Number of days missed this semester,Jan-May 2026 tracker Jan-May 2026 Incentives Incentive 5- Miss three days or less,Jan-May 2026 tracker Jan-May 2026 Incentives Teacher Verification,Jan-May 2026 tracker Jan-May 2026 Incentives Spring 2026 Rewards,Jan-May 2026 tracker Jan-May 2026 Incentives 2nd semester incentives deposited (5.22.26),Jan-May 2026 tracker Jan-May 2026 tracker source row
600411361,Gulley,03-Third,,0,,1,2.0,0,12.0,0,1.0,100,1,0,1,0.0,0,21.0,0,2.0,200,200.0,300,276,Gulley,03-Third,,1,0,1,0,0,21,0,2,$200.00,$200.00,276
600411363,Warren,04-Fourth,,1,0,1,0.0,1,11.0,0,3,300,,,,,,,,,,0.0,300,277,Warren,04-Fourth,,,,,,,,,,,$0.00,277
600411379,Eskridge,04-Fourth,,1,0,1,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,278,Eskridge,04-Fourth,,,,,,,,,,,$0.00,278
600411380,Gulley,03-Third,,1,,1,1.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,279,Gulley,03-Third,,,,,,,,,,,$0.00,279
600411388,Livingston,01-First ,,1,,1,4.0,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,280,Livingston,01-First ,,,,,,,,,,,$0.00,280
600411397,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,281,Williams,01-First ,,,,,,,,,,,$0.00,281
600411404,K5 - Ramsey,01-First,,1,1,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,282,K5 - Ramsey,01-First,,,,,,,,,,,$0.00,282
600411406,Livingston,01-First ,,1,,0,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,283,Livingston,01-First ,,,,,,,,,,,$0.00,283
600411408,K5 - Ramsey,01-First,,1,1,0,0.0,1,11.0,0,3,300,,,,,,,,,,0.0,300,284,K5 - Ramsey,01-First,,,,,,,,,,,$0.00,284
600411409,Williams,01-First ,,1,,0,,1,,0,2.0,200,1,0,1,,1,1.0,1,3.0,300,100.0,300,285,Williams,01-First ,,1,0,1,,1,1,1,3,$300.00,$100.00,285
600411433,Livingston,01-First ,,1,,0,3.0,0,6.0,0,1.0,100,,,,,,,,,,0.0,100,286,Livingston,01-First ,,,,,,,,,,,$0.00,286
600411434,Livingston,01-First ,,1,,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,287,Livingston,01-First ,,,,,,,,,,,$0.00,287
600411467,Couch,Kindergarten,,1,,1,0.0,1,10.0,0,3,300,,,,,,,,,,0.0,300,288,Couch,Kindergarten,,,,,,,,,,,$0.00,288
600411481,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,289,Williams,01-First ,,,,,,,,,,,$0.00,289
600411482,K5 - Ramsey,01-First,,1,1,0,0.0,1,12.0,0,3,300,,,,,,,,,,0.0,300,290,K5 - Ramsey,01-First,,,,,,,,,,,$0.00,290
600411483,K5 - Ramsey,01-First,,1,1,1,0.0,1,12.0,0,3.0,300,,,,,,,,,,0.0,300,291,K5 - Ramsey,01-First,,,,,,,,,,,$0.00,291
600411498,Robinson,01-First ,,1,,1,,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,292,Robinson,01-First ,,,,,,,,,,,$0.00,292
600411499,Gulley,03-Third,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,293,Gulley,03-Third,,,,,,,,,,,$0.00,293
600411500,Couch,Kindergarten,,1,,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,294,Couch,Kindergarten,,,,,,,,,,,$0.00,294
600411515,Helena,Kindergarten,,1,,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,295,Helena,Kindergarten,,,,,,,,,,,$0.00,295
600411520,Easterling,05-Fifth,,1,1,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,296,Easterling,05-Fifth,,,,,,,,,,,$0.00,296
600411524,Williams,01-First ,,1,,0,1.0,1,,0,2.0,200,1,0,0,,1,14.0,0,2.0,200,100.0,300,297,Williams,01-First ,,1,0,0,,1,14,0,2,$200.00,$100.00,297
600411530,Boone,02-Second,,1,,,0.0,1,4.0,0,2,200,1,0,1,,1,,0,3,300,100.0,300,298,Boone,02-Second,,1,0,1,,1,,0,0,$0.00,$100.00,298
600411535,Easterling,05-Fifth,,1,1,1,0.0,1,13.0,0,3.0,300,,,,,,,,,,0.0,300,299,Easterling,05-Fifth,,,,,,,,,,,$0.00,299
600411539,Boone,02-Second,,1,,,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,300,Boone,02-Second,,,,,,,,,,,$0.00,300
600411574,Livingston,01-First ,,1,,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,301,Livingston,01-First ,,,,,,,,,,,$0.00,301
600411581,Couch,Kindergarten,,1,,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,302,Couch,Kindergarten,,,,,,,,,,,$0.00,302
600411583,Moss,03-Third,,1,,1,,1,9.0,0,3.0,300,,,,,,,,,,0.0,300,303,Moss,03-Third,,,,,,,,,,,$0.00,303
600411584,Easterling,05-Fifth,,1,1,1,0.0,1,9.0,0,3.0,300,,,,,,,,,,0.0,300,304,Easterling,05-Fifth,,,,,,,,,,,$0.00,304
600411620,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,305,Taylor,03-Third,,,,,,,,,,,$0.00,305
600411623,Helena,Kindergarten,,1,,1,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,306,Helena,Kindergarten,,,,,,,,,,,$0.00,306
600411633,Daniel,Kindergarten,,1,,0,4.0,0,,,1.0,100.0,1,,0,0,,,0,,100.0,200.0,300,307,Daniel,Kindergarten,,1,,0,0,,,0,,$100.00,$200.00,307
600411674,Robinson,01-First ,,1,,1,,1,6.0,0,3,300,,,,,,,,,,0.0,300,308,Robinson,01-First ,,,,,,,,,,,$0.00,308
600411685,Couch,Kindergarten,,1,,1,0.0,1,8.0,0,3,300,,,,,,,,,,0.0,300,309,Couch,Kindergarten,,,,,,,,,,,$0.00,309
600411702,Lovell,03-Third,,1,1,1,0.0,1,9.0,0,3.0,300,,,,,,,,,,0.0,300,310,Lovell,03-Third,,,,,,,,,,,$0.00,310
600411705,Henderson,04-Fourth,,1,0,1,2.0,1,8.0,0,3,300,,,,,,,,,,0.0,300,311,Henderson,04-Fourth,,,,,,,,,,,$0.00,311
600411727,Livingston,01-First ,,1,,1,0.0,1,14.0,0,3.0,300,,,,,,,,,,0.0,300,312,Livingston,01-First ,,,,,,,,,,,$0.00,312
600411734,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,313,Williams,01-First ,,,,,,,,,,,$0.00,313
600411785,Taylor,03-Third,,1,1,1,0.0,1,,0,3.0,300.0,,,,,,,,,,0.0,300,314,Taylor,03-Third,,,,,,,,,,,$0.00,314
600411786,Williams,01-First ,,1,,0,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,315,Williams,01-First ,,,,,,,,,,,$0.00,315
600411795,Helena,Kindergarten,,1,,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,316,Helena,Kindergarten,,,,,,,,,,,$0.00,316
600411819,Lovell,03-Third,,1,1,1,0.0,1,7.0,0,3.0,300,,,,,,,,,,0.0,300,317,Lovell,03-Third,,,,,,,,,,,$0.00,317
600411856,Robinson,01-First ,,1,,1,,1,8.0,0,3,300,,,,,,,,,,0.0,300,318,Robinson,01-First ,,,,,,,,,,,$0.00,318
600411857,Russell,02-Second,,,,,,,,,0,0,,,,,,,,,,0.0,0,319,Russell,02-Second,,,,,,,,,,,$0.00,319
600411858,Russell,02-Second,,1,0,1,,1,,0,3,300,,,,,,,,,,0.0,300,320,Russell,02-Second,,,,,,,,,,,$0.00,320
600411864,Daniel,Kindergarten,,0,,1,0.0,1,8.0,0,2,200,0,,1,1,,,0,,200.0,100.0,300,321,Daniel,Kindergarten,,0,,1,1,,,0,,$200.00,$100.00,321
600411866,Lovell,03-Third,,1,1,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,322,Lovell,03-Third,,,,,,,,,,,$0.00,322
600411867,Gulley,03-Third,,1,,1,,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,323,Gulley,03-Third,,,,,,,,,,,$0.00,323
600411868,Gulley,03-Third,,1,,1,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,324,Gulley,03-Third,,,,,,,,,,,$0.00,324
600411870,Taylor,03-Third,,1,1,1,0.0,1,,1,3.0,300.0,,,,,,,,,,0.0,300,325,Taylor,03-Third,,,,,,,,,,,$0.00,325
600411871,Henderson,04-Fourth,,0,0,0,1.0,1,5.0,0,1,100,1,0,1,2.0,1,,0,2.0,200,200.0,300,326,Henderson,04-Fourth,,1,0,1,2,1,,0,2,$200.00,$200.00,326
600411878,Helena,Kindergarten,,1,,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,327,Helena,Kindergarten,,,,,,,,,,,$0.00,327
600411916,Russell,02-Second,,1,0,0,3.0,0,,0,1,100,1,0,0,5.0,0,,0,1,100,200.0,300,328,Russell,02-Second,,1,0,0,5,0,,0,0,$0.00,$200.00,328
600411926,Boone,02-Second,,1,,,0.0,1,7.0,0,2,200,1,0,0,,1,,0,2,200,100.0,300,329,Boone,02-Second,,1,0,0,,1,,0,0,$0.00,$100.00,329
600411927,Robinson,01-First ,,1,,1,,1,10.0,0,3,300,,,,,,,,,,0.0,300,330,Robinson,01-First ,,,,,,,,,,,$0.00,330
600411932,K5 - Ramsey,01-First,,1,1,1,0.0,1,18.0,0,3.0,300,,,,,,,,,,0.0,300,331,K5 - Ramsey,01-First,,,,,,,,,,,$0.00,331
600411984,Lovell,03-Third,,1,1,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,332,Lovell,03-Third,,,,,,,,,,,$0.00,332
600411987,Boone,02-Second,,1,,,0.0,1,7.0,0,2,200,,,,,,,,,,0.0,200,333,Boone,02-Second,,,,,,,,,,,$0.00,333
600411988,Eskridge,04-Fourth,,1,0,0,3.0,0,5.0,0,1,100,,,,,,,,,,0.0,100,334,Eskridge,04-Fourth,,,,,,,,,,,$0.00,334
600412038,Livingston,01-First ,,1,,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,335,Livingston,01-First ,,,,,,,,,,,$0.00,335
600412039,Livingston,01-First ,,1,,1,0.0,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,336,Livingston,01-First ,,,,,,,,,,,$0.00,336
600412045,Moss,03-Third,,1,,1,,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,337,Moss,03-Third,,,,,,,,,,,$0.00,337
600412046,Williams,01-First ,,1,,0,,1,,0,2.0,200,,,,,,,,,,0.0,200,338,Williams,01-First ,,,,,,,,,,,$0.00,338
600412065,Boone,02-Second,,1,,,0.0,1,1.0,1,3,300,,,,,,,,,,0.0,300,339,Boone,02-Second,,,,,,,,,,,$0.00,339
600412066,Couch,Kindergarten,,1,,1,0.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,340,Couch,Kindergarten,,,,,,,,,,,$0.00,340
600412112,K5 - Ramsey,Kindergarten,,1,1,1,0.0,1,5.0,0,3.0,300,,,,,,,,,,0.0,300,341,K5 - Ramsey,Kindergarten,,,,,,,,,,,$0.00,341
600412145,Couch,Kindergarten,,1,,1,2.0,0,8.0,0,2,200,,,,,,,,,,0.0,200,342,Couch,Kindergarten,,,,,,,,,,,$0.00,342
600412147,Couch,Kindergarten,,1,,1,0.0,1,5.0,0,3,300,,,,,,,,,,0.0,300,343,Couch,Kindergarten,,,,,,,,,,,$0.00,343
600412149,Helena,Kindergarten,,1,,1,0.0,1,7.0,0,3,300,,,,,,,,,,0.0,300,344,Helena,Kindergarten,,,,,,,,,,,$0.00,344
600412178,Lovell,03-Third,,1,1,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,345,Lovell,03-Third,,,,,,,,,,,$0.00,345
600412193,Boone,02-Second,,1,,,0.0,1,4.0,0,3.0,300,,,,,,,,,,0.0,300,346,Boone,02-Second,,,,,,,,,,,$0.00,346
600412289,Robinson,01-First ,,1,,1,,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,347,Robinson,01-First ,,,,,,,,,,,$0.00,347
600412302,Easterling,05-Fifth,,1,1,1,0.0,0,5.0,0,3.0,300,,,,,,,,,,0.0,300,348,Easterling,05-Fifth,,,,,,,,,,,$0.00,348
600412318,Helena,Kindergarten,,1,,1,0.0,1,2.0,1,3.0,300,,,,,,,,,,0.0,300,349,Helena,Kindergarten,,,,,,,,,,,$0.00,349
600412323,Russell,02-Second,,1,0,0,,1,,1,3.0,300,,,,,,,,,,0.0,300,350,Russell,02-Second,,,,,,,,,,,$0.00,350
600412350,Helena,Kindergarten,,1,,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,351,Helena,Kindergarten,,,,,,,,,,,$0.00,351
600412351,Daniel,Kindergarten,,1,,1,0.0,1,,,3.0,300.0,,,,,,,,,,0.0,300,352,Daniel,Kindergarten,,,,,,,,,,,$0.00,352
600412360,Robinson,01-First ,,1,,1,,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,353,Robinson,01-First ,,,,,,,,,,,$0.00,353
600412366,Daniel,Kindergarten,,1,,1,0.0,1,0.0,1,3.0,300,,,,,,,,,,0.0,300,354,Daniel,Kindergarten,,,,,,,,,,,$0.00,354
600412367,Daniel,Kindergarten,,1,,1,0.0,1,11.0,0,3.0,300,,,,,,,,,,0.0,300,355,Daniel,Kindergarten,,,,,,,,,,,$0.00,355
600412374,K5 - Ramsey,Kindergarten,,1,1,0,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,356,K5 - Ramsey,Kindergarten,,,,,,,,,,,$0.00,356
600412415,Moss,03-Third,,1,,1,,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,357,Moss,03-Third,,,,,,,,,,,$0.00,357
600412432,Eskridge,04-Fourth,,1,0,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,358,Eskridge,04-Fourth,,,,,,,,,,,$0.00,358
600412494,Daniel,Kindergarten,,1,,1,0.0,1,4.0,0,3,300,,,,,,,,,,0.0,300,359,Daniel,Kindergarten,,,,,,,,,,,$0.00,359
600412515,Boone,02-Second,,1,,,0.0,1,16.0,0,2,200,1,0,1,,1,,0,3,300,100.0,300,360,Boone,02-Second,,1,0,1,,1,,0,0,$0.00,$100.00,360
600412517,Eskridge,04-Fourth,,0,0,0,3.0,0,5.0,0,0,0,1,1,1,,1,8.0,0,3.0,300,300.0,300,361,Eskridge,04-Fourth,,1,1,1,,1,8,0,3,$300.00,$300.00,361
600412559,Easterling,05-Fifth,,1,1,1,0.0,1,8.0,0,3.0,300,,,,,,,,,,0.0,300,362,Easterling,05-Fifth,,,,,,,,,,,$0.00,362
600412562,K5 - Ramsey,Kindergarten,,1,1,0,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,363,K5 - Ramsey,Kindergarten,,,,,,,,,,,$0.00,363
600412563,Boone,02-Second,,1,,,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,364,Boone,02-Second,,,,,,,,,,,$0.00,364
600412581,Couch,Kindergarten,,1,,0,2.0,0,7.0,0,1.0,100.0,1,0,0,3.0,0,11.0,0,,,100.0,200,365,Couch,Kindergarten,,1,0,0,3,0,11,0,,,$100.00,365
600412583,Couch,Kindergarten,,1,,1,0.0,1,13.0,0,3,300,,,,,,,,,,0.0,300,366,Couch,Kindergarten,,,,,,,,,,,$0.00,366
600412586,Couch,Kindergarten,,1,,1,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,367,Couch,Kindergarten,,,,,,,,,,,$0.00,367
600412610,Crotts,02-Second,,1,0,0,0.0,1,10.0,0,2,200,1,0,1,0.0,1,,0,3.0,300,100.0,300,368,Crotts,02-Second,,1,0,1,0,1,,0,3,$300.00,$100.00,368
600412617,Russell,02-Second,,1,0,0,,1,,0,2,200,,,,,,,,,,0.0,200,369,Russell,02-Second,,,,,,,,,,,$0.00,369
600412634,Easterling,05-Fifth,,1,1,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,370,Easterling,05-Fifth,,,,,,,,,,,$0.00,370
600412663,K5 - Ramsey,Kindergarten,,1,1,1,0.0,1,17.0,0,3.0,300,,,,,,,,,,0.0,300,371,K5 - Ramsey,Kindergarten,,,,,,,,,,,$0.00,371
600412676,Helena,Kindergarten,,1,,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,372,Helena,Kindergarten,,,,,,,,,,,$0.00,372
600412684,Daniel,Kindergarten,,1,,0,3.0,0,3.0,1,2,200,1,,1,0,,,0,,200.0,100.0,300,373,Daniel,Kindergarten,,1,,1,0,,,0,,$200.00,$100.00,373
600412690,Helena,Kindergarten,,1,,0,2.0,0,4.0,0,1.0,100,,,,,,,,,,0.0,100,374,Helena,Kindergarten,,,,,,,,,,,$0.00,374
600412693,Warren,04-Fourth,,0,0,0,3.0,0,5.0,0,0,0,1,,0,,0,4.0,,1,100,100.0,100,375,Warren,04-Fourth,,1,,0,,0,4,,0,$0.00,$100.00,375
600412694,Helena,Kindergarten,,1,,1,0.0,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,376,Helena,Kindergarten,,,,,,,,,,,$0.00,376
600412695,K5 - Ramsey,Kindergarten,,1,1,0,0.0,1,5.0,0,3,300,,,,,,,,,,0.0,300,377,K5 - Ramsey,Kindergarten,,,,,,,,,,,$0.00,377
600412696,Williams,01-First ,,1,,1,,1,,0,3.0,300,,,,,,,,,,0.0,300,378,Williams,01-First ,,,,,,,,,,,$0.00,378
600412697,Helena,Kindergarten,,1,,1,0.0,1,6.0,0,3,300,,,,,,,,,,0.0,300,379,Helena,Kindergarten,,,,,,,,,,,$0.00,379
600412699,Easterling,05-Fifth,,1,1,1,2.0,1,6.0,0,3.0,300,,,,,,,,,,0.0,300,380,Easterling,05-Fifth,,,,,,,,,,,$0.00,380
600412710,Guy,05-Fifth,,1,1,1,3.0,0,2.0,1,3.0,300,,,,,,,,,,0.0,300,381,Guy,05-Fifth,,,,,,,,,,,$0.00,381
600412743,Robinson,01-First ,,1,,1,,1,7.0,0,3,300,,,,,,,,,,0.0,300,382,Robinson,01-First ,,,,,,,,,,,$0.00,382
600412744,Russell,02-Second,,1,0,0,,1,,0,2,200,1,0,1,0.0,1,,0,3,300,100.0,300,383,Russell,02-Second,,1,0,1,0,1,,0,0,$0.00,$100.00,383
600412746,Boone,02-Second,,1,,,0.0,1,5.0,0,2,200,1,0,1,,1,,0,3,300,100.0,300,384,Boone,02-Second,,1,0,1,,1,,0,0,$0.00,$100.00,384
600412747,Guy,05-Fifth,,1,1,1,0.0,1,1.0,1,3.0,300,,,,,,,,,,0.0,300,385,Guy,05-Fifth,,,,,,,,,,,$0.00,385
600412748,Helena,Kindergarten,,1,,1,0.0,1,11.0,0,3.0,300,,,,,,,,,,0.0,300,386,Helena,Kindergarten,,,,,,,,,,,$0.00,386
600412749,Daniel,Kindergarten,,1,,1,2.0,0,,,2.0,200.0,1,,1,0,,,0,,200.0,100.0,300,387,Daniel,Kindergarten,,1,,1,0,,,0,,$200.00,$100.00,387
600412767,Helena,Kindergarten,,1,,0,0.0,1,6.0,0,2,200,1,0,0,0.0,1,0.0,1,,0,100.0,300,388,Helena,Kindergarten,,1,0,0,0,1,0,1,,$0.00,$100.00,388
600412770,Robinson,01-First ,,1,,1,,1,5.0,0,3,300,,,,,,,,,,0.0,300,389,Robinson,01-First ,,,,,,,,,,,$0.00,389
600412771,Daniel,Kindergarten,,1,,0,1.0,1,8.0,0,2,200,1,,1,1,,,0,1,300.0,100.0,300,390,Daniel,Kindergarten,,1,,1,1,,,0,1,$300.00,$100.00,390
600412783,Crotts,02-Second,,1,0,0,0.0,1,3.0,1,3,300,,,,,,,,,,0.0,300,391,Crotts,02-Second,,,,,,,,,,,$0.00,391
600412785,Moss,03-Third,,1,,1,,1,3.0,1,3.0,300,,,,,,,,,,0.0,300,392,Moss,03-Third,,,,,,,,,,,$0.00,392
600412786,Eskridge,04-Fourth,,1,0,0,0.0,1,5.0,0,2,200,1,1,1,,1,2.0,1,3.0,300,100.0,300,393,Eskridge,04-Fourth,,1,1,1,,1,2,1,3,$300.00,$100.00,393
600412788,Crotts,02-Second,,1,0,0,2.0,0,5.0,0,1,100,1,0,0,2.0,1,,0,2.0,200,200.0,300,394,Crotts,02-Second,,1,0,0,2,1,,0,2,$200.00,$200.00,394
600412802,Helena,Kindergarten,,1,,1,0.0,1,11.0,0,3.0,300,,,,,,,,,,0.0,300,395,Helena,Kindergarten,,,,,,,,,,,$0.00,395
600412816,Easterling,05-Fifth,,1,1,1,0.0,1,12.0,0,3.0,300,,,,,,,,,,0.0,300,396,Easterling,05-Fifth,,,,,,,,,,,$0.00,396
600412824,Couch,Kindergarten,,1,,1,0.0,1,11.0,0,3.0,300.0,,,,,,,,,,0.0,300,397,Couch,Kindergarten,,,,,,,,,,,$0.00,397
600412835,Daniel,Kindergarten,,1,,0,0.0,1,,,2.0,200.0,1,,1,1,,,0,,300.0,100.0,300,398,Daniel,Kindergarten,,1,,1,1,,,0,,$300.00,$100.00,398
600412879,Boone,02-Second,,1,,,0.0,1,4.0,0,2,200,,,,,,,,,,0.0,200,399,Boone,02-Second,,,,,,,,,,,$0.00,399
600412926,Guy,05-Fifth,,0,0,1,0.0,1,0.0,1,3.0,300,,,,,,,,,,0.0,300,400,Guy,05-Fifth,,,,,,,,,,,$0.00,400
600412929,Henderson,04-Fourth,,0,0,1,,1,0.0,1,3.0,300,,,,,,,,,,0.0,300,401,Henderson,04-Fourth,,,,,,,,,,,$0.00,401
600412937,Russell,02-Second,,1,0,1,,1,,1,3.0,300.0,,,,,,,,,,0.0,300,402,Russell,02-Second,,,,,,,,,,,$0.00,402
